celltype,tf_name,enrichment_zscore,hit_rate,log2fc
PSM,CDX4,1.8151901960372925,0.46000000834465027,1.3262282609939575
PSM,TBX18,1.814057469367981,0.30000001192092896,1.2837930917739868
PSM,CDX1,1.8088616132736206,0.41999998688697815,1.384143590927124
PSM,HXB13,1.7986170053482056,0.3199999928474426,1.4353861808776855
PSM,TBX4,1.7901506423950195,0.36000001430511475,1.1483919620513916
PSM,TBR1,1.7760717868804932,0.36000001430511475,1.2223925590515137
PSM,HXC13,1.752140760421753,0.2199999988079071,1.6918777227401733
PSM,FOXL2,1.749908447265625,0.6800000071525574,0.8073550462722778
PSM,TBX15,1.7455474138259888,0.3199999928474426,1.309855341911316
PSM,CDX2,1.7386417388916016,0.4399999976158142,1.0829895734786987
PSM,MSGN1,1.7320706844329834,0.2800000011920929,1.5047920942306519
notochord,TBX19,1.6619058847427368,0.5199999809265137,1.2223925590515137
notochord,IRX1,1.4903619289398193,0.23999999463558197,1.1154770851135254
notochord,TBXT,1.4536200761795044,0.47999998927116394,1.1658087968826294
notochord,FOXL1,1.2966630458831787,0.699999988079071,0.5260687470436096
notochord,ZN714,1.1403934955596924,0.14000000059604645,0.5979015827178955
notochord,GBX1,1.1310290098190308,0.18000000715255737,0.7030181884765625
notochord,ZNF32,1.1244046688079834,0.1599999964237213,0.9328857660293579
notochord,HIC1,1.0980761051177979,0.11999999731779099,0.8073549270629883
notochord,RFX3,1.0841792821884155,0.25999999046325684,0.7567287683486938
notochord,ZN547,1.0734360218048096,0.2199999988079071,0.6918777823448181
notochord,HXA2,1.0142654180526733,0.07999999821186066,0.8813555240631104
notochord,HXD3,1.0142654180526733,0.07999999821186066,0.8813555240631104
notochord,MEOX1,1.0130544900894165,0.07999999821186066,0.9593579173088074
notochord,HXB2,1.0000001192092896,0.07999999821186066,0.7369656562805176
notochord,TLX2,0.9842767119407654,0.11999999731779099,0.8598225116729736
epidermis,P73,2.047293186187744,0.6399999856948853,1.6818240880966187
epidermis,P63,1.9747142791748047,0.6600000262260437,1.5549678802490234
epidermis,P53,1.9266279935836792,0.6200000047683716,1.4150375127792358
epidermis,PRDM5,1.725122332572937,0.3400000035762787,1.1959203481674194
epidermis,IRX3,1.7011197805404663,0.5799999833106995,1.1443897485733032
epidermis,AP2A,1.5838420391082764,0.2199999988079071,1.6918777227401733
epidermis,PO3F4,1.5231502056121826,0.4000000059604645,0.45820534229278564
epidermis,STAT4,1.4816597700119019,0.2199999988079071,0.9004644155502319
epidermis,PO3F3,1.4601644277572632,0.36000001430511475,0.5474877953529358
epidermis,IRX2,1.4403129816055298,0.3400000035762787,0.7678266167640686
epidermis,ZN492,1.4289255142211914,0.5199999809265137,0.5964578986167908
epidermis,ZN582,1.4121495485305786,0.23999999463558197,0.9842326641082764
epidermis,RORB,1.401172161102295,0.14000000059604645,1.1069151163101196
epidermis,NKX61,1.3905032873153687,0.5,0.565280020236969
epidermis,ZN652,1.3778715133666992,0.20000000298023224,1.0573331117630005
hemangioblasts,ZN823,1.6877249479293823,0.4399999976158142,0.6584914326667786
hemangioblasts,ZN136,1.6552125215530396,0.6000000238418579,0.3865119516849518
hemangioblasts,KLF2,1.646127462387085,0.20000000298023224,1.31259024143219
hemangioblasts,KLF3,1.6352834701538086,0.23999999463558197,1.3378695249557495
hemangioblasts,KLF5,1.6342010498046875,0.23999999463558197,1.5077944993972778
hemangioblasts,GATA2,1.6280555725097656,0.3799999952316284,1.2963929176330566
hemangioblasts,IRF9,1.6185126304626465,0.23999999463558197,1.081529974937439
hemangioblasts,GATA1,1.5900521278381348,0.3799999952316284,1.2223925590515137
hemangioblasts,KLF4,1.5615527629852295,0.23999999463558197,1.378511667251587
hemangioblasts,SALL4,1.5557204484939575,0.23999999463558197,1.2598670721054077
hemangioblasts,GATA6,1.5423918962478638,0.36000001430511475,1.3003950119018555
hemangioblasts,KLF1,1.535415768623352,0.20000000298023224,1.4594316482543945
hemangioblasts,ETV1,1.4581648111343384,0.25999999046325684,0.8867895007133484
hemangioblasts,GATA4,1.4466537237167358,0.2800000011920929,1.2548139095306396
hemangioblasts,NRL,1.4364917278289795,0.5400000214576721,0.4150374233722687
