cluster_id,block_name,block_size,avg_similarity
13_13,HQ3,71,0.4415935899188936
32_13,HQ3,71,0.4415935899188936
13_10,HQ3,71,0.4415935899188936
32_6,HQ3,71,0.4415935899188936
33_1,HQ3,71,0.4415935899188936
33_2,HQ3,71,0.4415935899188936
13_9,HQ3,71,0.4415935899188936
14_1,HQ3,71,0.4415935899188936
14_2,HQ3,71,0.4415935899188936
33_4,HQ3,71,0.4415935899188936
33_7,HQ3,71,0.4415935899188936
14_5,HQ3,71,0.4415935899188936
14_8,HQ3,71,0.4415935899188936
34_3,HQ3,71,0.4415935899188936
34_2,HQ3,71,0.4415935899188936
25_10,HQ3,71,0.4415935899188936
26_0,HQ3,71,0.4415935899188936
26_10,HQ3,71,0.4415935899188936
3_0,HQ3,71,0.4415935899188936
16_4,HQ3,71,0.4415935899188936
26_3,HQ3,71,0.4415935899188936
26_5,HQ3,71,0.4415935899188936
26_4,HQ3,71,0.4415935899188936
26_8,HQ3,71,0.4415935899188936
3_6,HQ3,71,0.4415935899188936
3_7,HQ3,71,0.4415935899188936
17_5,HQ3,71,0.4415935899188936
17_8,HQ3,71,0.4415935899188936
5_2,HQ3,71,0.4415935899188936
5_3,HQ3,71,0.4415935899188936
18_4,HQ3,71,0.4415935899188936
28_6,HQ3,71,0.4415935899188936
5_8,HQ3,71,0.4415935899188936
18_9,HQ3,71,0.4415935899188936
6_1,HQ3,71,0.4415935899188936
6_2,HQ3,71,0.4415935899188936
6_3,HQ3,71,0.4415935899188936
29_12,HQ3,71,0.4415935899188936
7_1,HQ3,71,0.4415935899188936
33_6,HQ5,15,0.4268890600649908
17_9,HQ5,15,0.4268890600649908
31_3,HQ5,15,0.4268890600649908
8_0,HQ5,15,0.4268890600649908
8_3,HQ5,15,0.4268890600649908
32_0,HQ5,15,0.4268890600649908
13_0,HQ5,15,0.4268890600649908
2_5,HQ5,15,0.4268890600649908
15_9,HQ5,15,0.4268890600649908
35_8,HQ5,15,0.4268890600649908
24_1,HQ5,15,0.4268890600649908
19_16,HQ5,15,0.4268890600649908
13_8,HQ5,15,0.4268890600649908
33_3,HQ5,15,0.4268890600649908
29_19,HQ5,15,0.4268890600649908
24_3,HQ6,10,0.3746870665549717
24_5,HQ6,10,0.3746870665549717
10_0,HQ6,10,0.3746870665549717
4_2,HQ6,10,0.3746870665549717
31_4,HQ6,10,0.3746870665549717
35_10,HQ6,10,0.3746870665549717
9_1,HQ6,10,0.3746870665549717
6_0,HQ6,10,0.3746870665549717
20_1,HQ6,10,0.3746870665549717
32_3,HQ6,10,0.3746870665549717
