cluster_id,peak_timepoint,nmps_tf_overlap,nmps_target_overlap,terminal_tf_overlap,terminal_target_overlap,tf_avg_overlap,target_avg_overlap,tf_divergence,target_divergence,tf_progressive_score,target_progressive_score,n_neural_specific_tfs,n_mesoderm_specific_tfs,n_shared_tfs,n_neural_specific_targets,n_mesoderm_specific_targets,n_shared_targets,neural_specific_tfs,mesoderm_specific_tfs,neural_specific_targets,mesoderm_specific_targets,original_celltype,lineage_bias_score,lineage_dynamics_score,combined_progressive_score
21_2,10,1.0,1.0,0.4444444444444444,0.42857142857142855,0.43855859010270776,0.6305555555555555,0.5614414098972922,0.36944444444444446,0.5555555555555556,0.5714285714285714,0,19,7,0,4,6,[],"['barhl1a', 'barhl2', 'emx3', 'gbx2', 'gsx1', 'hoxa4a', 'mnx2b', 'msx3', 'neurod6a', 'noto', 'sox13', 'sox18', 'sox19a', 'sox19b', 'sox2', 'sox6', 'sox7', 'sox9b', 'vax1']",[],"['dmrt2a', 'pcdh8', 'spon1b', 'tob1a']",tail_bud,-0.234485093174338,0.5758197826110183,1.126984126984127
5_2,10,1.0,1.0,0.6363636363636364,0.25,0.6639571539571539,0.5216402116402116,0.33604284604284607,0.47835978835978843,0.36363636363636365,0.75,0,1,14,0,2,8,[],['six1b'],[],"['dhrs3b', 'ryr1b']",epidermis,-0.1015664143289439,0.4230482450151304,1.1136363636363638
33_4,30,1.0,1.0,0.5,0.3888888888888889,0.5486646686646687,0.41214733325084657,0.4513353313353313,0.5878526667491535,0.5,0.6111111111111112,0,1,13,0,7,24,[],['irf8'],[],"['arid3c', 'bmpr1ba', 'dld', 'itga9', 'mef2cb', 'sulf1', 'unc5da']",fast_muscle,-0.141188240628218,0.4231658842198763,1.1111111111111112
26_6,30,1.0,1.0,0.4,0.5,0.433823570363818,0.5066503267973856,0.566176429636182,0.49334967320261436,0.6,0.5,2,9,19,0,3,16,"['bsx', 'rx1']","['barhl1b', 'barx1', 'dlx2a', 'dlx2b', 'emx2', 'gsx1', 'hoxb5b', 'tlx3b', 'zic1']",[],"['arid3c', 'cdon', 'itga9']",tail_bud,-0.0724380134255689,0.5503533046989492,1.1
21_6,20,1.0,1.0,0.5217391304347826,0.4090909090909091,0.48833336241188047,0.577314043064043,0.5116666375881196,0.422685956935957,0.4782608695652174,0.5909090909090908,2,8,37,1,5,32,"['hmx3a', 'sox7']","['barhl1a', 'dlx2a', 'emx2', 'gsx1', 'nkx2.4a', 'sox14', 'tlx2', 'vax2']",['msx1b'],"['cyp26a1', 'fbln1', 'fgf8a', 'has2', 'her7']",tail_bud,-0.1828373772478123,0.5427430820367343,1.0691699604743081
26_10,00,1.0,1.0,0.6,0.3333333333333333,0.5499503968253968,0.5606812169312169,0.4500496031746032,0.43931878306878314,0.4,0.6666666666666667,4,5,13,3,0,13,"['esrrga', 'nr2f1a', 'sox1a', 'sox7']","['rarab', 'rorab', 'rxraa', 'sox2', 'sox6']","['pax6a', 'rnf220a', 'sox11a']",[],neural_floor_plate,0.1644595478873728,0.6658941750939138,1.0666666666666669
26_4,00,1.0,1.0,0.5,0.4666666666666667,0.6235584432094728,0.5290565696735774,0.37644155679052715,0.4709434303264226,0.5,0.5333333333333333,2,2,23,6,0,18,"['sox1a', 'sox9a']","['rarga', 'rorab']","['cdh7a', 'dla', 'ncam1a', 'olig4', 'rnf220a', 'sox19a']",[],neural_posterior,0.1386282314426233,0.5343532143382514,1.0333333333333332
23_3,15,1.0,1.0,0.42857142857142855,0.5714285714285714,0.5734065934065934,0.6614285714285715,0.4265934065934066,0.3385714285714285,0.5714285714285714,0.4285714285714286,1,1,14,2,1,5,['sox32'],['egr4'],"['dld', 'fabp3']",['colec12'],hindbrain,0.1686136392831789,0.5840147737491126,1.0
5_3,10,1.0,1.0,0.6,0.4,0.759090909090909,0.6875,0.24090909090909096,0.3125,0.4,0.6,1,0,10,0,1,4,['nr5a2'],[],[],['unc5b'],epidermis,-0.0300087314875055,0.2105030560206269,1.0
33_2,15,1.0,1.0,0.6,0.4166666666666667,0.6652823644077513,0.6005662986334229,0.33471763559224865,0.3994337013665771,0.4,0.5833333333333333,1,4,19,1,6,26,['dmbx1a'],"['nr5a2', 'olig2', 'pitx3', 'six2a']",['adamts3'],"['col11a1b', 'hmcn1', 'meis1a', 'pawr', 'pknox2', 'sept9a']",lateral_plate_mesoderm,-0.0676401180523368,0.4624240413183179,0.9833333333333333
26_0,00,1.0,1.0,0.6,0.4166666666666667,0.5820728291316527,0.5401915774284195,0.4179271708683473,0.4598084225715805,0.4,0.5833333333333333,4,3,14,4,8,19,"['olig2', 'roraa', 'zic2a', 'zic2b']","['hnf4g', 'nr2f1a', 'zic3']","['atp1b1a', 'epha7', 'olig4', 'pcdh19']","['cxcl12b', 'fbn2b', 'fsta', 'pbx1b', 'ripply1', 'rxraa', 'tenm3', 'wt1a']",lateral_plate_mesoderm,0.0633798498289836,0.4480162807734776,0.9833333333333333
26_9,10,1.0,1.0,0.75,0.29411764705882354,0.8107407407407409,0.47797676380493725,0.18925925925925913,0.5220232361950627,0.25,0.7058823529411764,0,0,10,2,2,20,[],[],"['hs6st1a', 'mllt3']","['meox1', 'qkia']",hemangioblasts,-0.0561072315767416,0.4383875310518595,0.9558823529411764
21_4,20,1.0,1.0,0.38095238095238093,0.6666666666666666,0.44784734696328893,0.6731934731934732,0.5521526530367111,0.3268065268065268,0.6190476190476191,0.33333333333333337,6,2,26,1,0,13,"['en2b', 'gsx1', 'hmx3a', 'sox10', 'vax2', 'zic2b']","['foxd1', 'sox14']",['sorbs3'],[],spinal_cord,0.1524089406004105,0.5808431292101437,0.9523809523809524
7_4,20,1.0,1.0,0.5,0.5555555555555556,0.5824960224960225,0.5438383838383839,0.4175039775039775,0.4561616161616161,0.5,0.4444444444444444,2,0,12,0,3,11,"['rorb', 'sox21a']",[],[],"['col5a2a', 'fn1a', 'postnb']",differentiating_neurons,0.07807009521153,0.6148245333240355,0.9444444444444444
21_0,30,1.0,1.0,0.625,0.4444444444444444,0.6621548821548822,0.5055892255892256,0.33784511784511784,0.4944107744107744,0.375,0.5555555555555556,0,3,9,0,5,11,[],"['zic1', 'zic2a', 'zic3']",[],"['arid3c', 'efemp2a', 'itga9', 'mllt3', 'mylpfa']",PSM,-0.0782999496683265,0.4636549823839143,0.9305555555555556
33_5,30,1.0,1.0,0.45454545454545453,0.6153846153846154,0.4210135076382216,0.5813275286804698,0.5789864923617785,0.4186724713195302,0.5454545454545454,0.3846153846153846,2,6,19,0,6,13,"['gata1a', 'zic2b']","['fli1b', 'gata2a', 'hnf4g', 'six4b', 'zic1', 'zic2a']",[],"['col11a1b', 'dusp5', 'mef2cb', 'pmp22b', 'raraa', 'tmem88b']",heart_myocardium,-0.1430493204794457,0.5150672621678061,0.93006993006993
3_7,20,1.0,1.0,0.3684210526315789,0.7142857142857143,0.6142965382284267,0.6836435786435787,0.38570346177157333,0.3163564213564213,0.631578947368421,0.2857142857142857,1,4,17,0,2,12,['foxd1'],"['nr5a1b', 'nr5a2', 'pax2a', 'zgc:162612']",[],"['pcbp4', 'vax2']",optic_cup,0.1040571580514874,0.6551700053180206,0.9172932330827067
17_7,05,1.0,1.0,0.3157894736842105,0.7777777777777778,0.49702959636396177,0.7540145040145041,0.5029704036360383,0.2459854959854959,0.6842105263157895,0.2222222222222222,0,10,18,0,0,13,[],"['barhl1b', 'bsx', 'eve1', 'gbx1', 'gbx2', 'gsx1', 'hmx3a', 'noto', 'pax3b', 'rx3']",[],[],tail_bud,-0.1779040934403662,0.6810164327041281,0.9064327485380117
3_8,20,1.0,1.0,0.3225806451612903,0.7777777777777778,0.3769261902746254,0.7062433862433862,0.6230738097253746,0.29375661375661377,0.6774193548387097,0.2222222222222222,11,1,25,2,1,7,"['dlx2b', 'emx3', 'en1b', 'en2b', 'hmx3a', 'sox10', 'sox21a', 'sox5', 'tlx3b', 'vax2', 'vox']",['pdx1'],"['gnao1a', 'sfrp5']",['vax2'],neural_telencephalon,0.2416665031127577,0.7033332760894653,0.899641577060932
10_6,15,1.0,1.0,0.5294117647058824,0.5714285714285714,0.666350885383393,0.6584010270774975,0.33364911461660696,0.3415989729225025,0.47058823529411764,0.4285714285714286,0,6,17,0,7,12,[],"['ar', 'barhl1a', 'gli2a', 'gli3', 'hmx4', 'nr2f1b']",[],"['dlc', 'efemp2a', 'fgf17', 'has2', 'large2', 'musk', 'myh7ba']",muscle,-0.24222238318178,0.643527834113623,0.8991596638655462
33_1,30,1.0,1.0,0.6153846153846154,0.5,0.6024342553997727,0.4739779565840686,0.3975657446002273,0.5260220434159314,0.3846153846153846,0.5,1,4,27,6,6,40,['zic2b'],"['FQ377628.1', 'sox14', 'zic1', 'zic2a']","['cdh7a', 'chl1a', 'fstl1a', 'jag2b', 'nr2f1b', 'pbx3b']","['bmpr1ba', 'col11a1b', 'epha7', 'nfasca', 'slit3', 'zic1']",neural_optic,0.1694181748687281,0.5067963612040549,0.8846153846153846
8_5,15,1.0,1.0,0.5,0.625,0.6073232323232324,0.5691964285714286,0.3926767676767676,0.4308035714285714,0.5,0.375,1,5,8,0,4,6,['nr2f1b'],"['esr2a', 'hnf4g', 'rorab', 'rorb', 'six2a']",[],"['fsta', 'pawr', 'pknox2', 'thbs4b']",lateral_plate_mesoderm,-0.1729409571828323,0.3438626683473246,0.875
3_2,20,1.0,1.0,0.42857142857142855,0.7272727272727273,0.47530062530062533,0.541871091871092,0.5246993746993747,0.45812890812890805,0.5714285714285714,0.2727272727272727,6,0,9,1,0,11,"['egr1', 'sox11a', 'sox21a', 'sox5', 'sox7', 'zic2b']",[],['cdh7a'],[],hindbrain,0.2605385021927451,0.7099384757674607,0.8441558441558441
26_3,30,1.0,1.0,0.6666666666666666,0.5,0.4872992348499595,0.4816426677058884,0.5127007651500405,0.5183573322941115,0.33333333333333337,0.5,2,4,26,4,3,24,"['sox14', 'zic2b']","['FQ377628.1', 'dmbx1a', 'otx5', 'zic1']","['cdh7a', 'chl1a', 'hs3st3b1a', 'jag2b']","['epha7', 'nfasca', 'sema3aa']",neural_optic,0.0773547336164226,0.5545741567657478,0.8333333333333334
5_6,10,,,0.15384615384615385,0.14285714285714285,0.19071449992502623,0.5603174603174603,0.8092855000749738,0.4396825396825397,0.09615384615384615,0.6904761904761905,3,11,8,0,1,6,"['pitx3', 'sox5', 'trps1']","['pitx1', 'pitx2', 'six1a', 'sox11b', 'sox13', 'sox19a', 'sox1b', 'sox21a', 'sox6', 'sox7', 'sox9b']",[],['pdzrn3b'],epidermis,-0.0550679879270435,0.5442737957744652,0.7866300366300366
13_9,20,1.0,1.0,0.8888888888888888,0.3333333333333333,0.5741427091427092,0.5257936507936508,0.42585729085729085,0.4742063492063492,0.11111111111111116,0.6666666666666667,0,1,16,0,3,7,[],['nkx2.4a'],[],"['bmpr1ba', 'col5a2a', 'lpar1']",muscle,-0.0279968353289124,0.5972988923651195,0.7777777777777779
21_5,15,1.0,1.0,0.5909090909090909,0.7,0.5927575474634299,0.6278042328042327,0.4072424525365701,0.3721957671957673,0.40909090909090906,0.30000000000000004,4,3,18,2,0,8,"['nr2f5', 'nr6a1b', 'sox7', 'sox9b']","['nr2f1b', 'nr5a2', 'rxraa']","['cygb1', 'dnmt3ab']",[],spinal_cord,0.1339297709190417,0.5718754198216647,0.7090909090909091
29_19,15,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6907407407407408,0.6886363636363636,0.30925925925925923,0.3113636363636364,0.33333333333333337,0.33333333333333337,0,1,9,2,1,10,[],['egr2b'],"['cdh7a', 'msx1b']",['col5a2a'],PSM,-0.0663402377944741,0.4882190832280659,0.6666666666666667
26_5,20,1.0,1.0,0.9230769230769231,0.42857142857142855,0.7006545524192582,0.5776934176934176,0.2993454475807418,0.42230658230658236,0.07692307692307687,0.5714285714285714,0,3,16,3,5,11,[],"['rorb', 'sox14', 'sox21a']","['fgfr4', 'jag2b', 'meis2a']","['alcama', 'col1a2', 'foxn3', 'nav3', 'xbp1']",epidermis,0.0302434855366004,0.5668352199378102,0.6483516483516483
18_9,05,1.0,1.0,0.35294117647058826,1.0,0.4268753713606655,1.0,0.5731246286393346,0.0,0.6470588235294117,0.0,6,5,9,0,0,5,"['nr3c2', 'pitx3', 'six1b', 'sox11a', 'sox2', 'sox7']","['nr2f5', 'pitx1', 'six1a', 'sox10', 'sox3']",[],[],hatching_gland,0.038889052208673,0.4969445016063689,0.6470588235294117
5_8,20,1.0,1.0,0.7272727272727273,0.6363636363636364,0.5571447996447997,0.7073063973063973,0.4428552003552003,0.2926936026936027,0.2727272727272727,0.36363636363636365,0,4,13,0,5,10,[],"['egr4', 'gata1a', 'grhl1', 'rorb']",[],"['alcama', 'col1a2', 'fn1a', 'meis1a', 'xbp1']",epidermis,-0.0841179854689872,0.5569412949141456,0.6363636363636364
22_1,00,1.0,1.0,0.6,0.8,0.6438339438339438,0.8484848484848485,0.35616605616605623,0.1515151515151515,0.4,0.19999999999999996,3,2,14,0,1,10,"['rxrab', 'six1b', 'zic3']","['rxrgb', 'six1a']",[],['rxraa'],epidermis,0.0574574874252408,0.4459434539321676,0.6
28_11,15,1.0,1.0,0.42857142857142855,1.0,0.5360897648533097,0.7753968253968254,0.4639102351466903,0.22460317460317458,0.5714285714285714,0.0,1,8,17,0,2,5,['gsx1'],"['egr2b', 'emx3', 'gbx1', 'hmx3a', 'nkx1.2la', 'pnx', 'sox6', 'vax2']",[],"['rbms3', 'runx1t1']",enteric_neurons,-0.0126865789026072,0.5502736359492459,0.5714285714285714
29_3,05,1.0,1.0,0.45454545454545453,1.0,0.5255681818181818,1.0,0.47443181818181823,0.0,0.5454545454545454,0.0,0,4,13,0,0,3,[],"['sox10', 'sox18', 'sox1b', 'sox2']",[],[],PSM,-0.1070827644113228,0.5208123008772964,0.5454545454545454
26_8,20,1.0,1.0,0.8695652173913043,0.6785714285714286,0.8406650713752163,0.6216013378450328,0.1593349286247837,0.3783986621549672,0.13043478260869568,0.3214285714285714,0,2,25,14,8,76,[],"['nr5a1b', 'sox14']","['btbd6a', 'dlb', 'egr2b', 'elavl3', 'fgfr4', 'gadd45gb.1', 'jag1a', 'jag2b', 'lfng', 'meis2a', 'nfasca', 'nr2f1b', 'oc90', 'ptch2']","['aebp1', 'alcama', 'ebf3a', 'igfbp5b', 'mef2aa', 'scube2', 'tgfbr3', 'traf4a']",neural_floor_plate,0.1725486809248773,0.5078920383237071,0.4518633540372671
14_6,15,1.0,1.0,0.7142857142857143,1.0,0.5794904950284208,0.9333333333333332,0.42050950497157924,0.06666666666666676,0.2857142857142857,0.0,3,2,18,1,0,4,"['lbx1b', 'nr2f5', 'rorab']","['im:7142702', 'vax1']",['spsb4a'],[],endoderm,0.0632691271213566,0.5679775278258081,0.2857142857142857
33_8,20,,,0.75,0.8571428571428571,0.552045177045177,0.8095238095238094,0.44795482295482303,0.19047619047619058,0.0,0.0,2,3,10,0,0,7,"['sox7', 'zic2b']","['egr1', 'egr4', 'sox14']",[],[],differentiating_neurons,0.1431950631104957,0.5751182720886736,0.0
