Block,TF,Frequency_in_Block,Background_Frequency,Enrichment_Ratio,Count_in_Block,P_Value,Neg_Log_P,Combined_Score
HQ3,rorb,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2f6b,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,rorcb,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,rargb,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,rorc,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,raraa,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,rarab,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,rarga,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,roraa,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2c1,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2f6a,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ5,zic5,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,zic4,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,zic3,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,zic2b,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,zic2a,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,zic1,1.0,0.10696517412935323,9.348837209302326,15,2.230689612194404e-16,15.651560855125886,146.3238945060606
HQ5,sp2,0.8,0.07960199004975124,10.05,12,2.8185152670313153e-12,11.549979608397635,116.07729506439624
HQ5,ctcf,1.0,0.16169154228855723,6.184615384615384,15,3.052731990648482e-13,12.51531132216438,77.40238694630892
HQ5,zic6,0.8666666666666667,0.12189054726368159,7.110204081632653,13,2.436970794270359e-11,10.613149675560138,75.46166014214596
HQ5,egr1,0.7333333333333333,0.12189054726368159,6.016326530612244,11,2.8291548900639748e-08,7.548343275215803,45.41329790884936
HQ5,egr2a,0.7333333333333333,0.12189054726368159,6.016326530612244,11,2.8291548900639748e-08,7.548343275215803,45.41329790884936
HQ5,egr2b,0.7333333333333333,0.12189054726368159,6.016326530612244,11,2.8291548900639748e-08,7.548343275215803,45.41329790884936
HQ5,egr3,0.7333333333333333,0.12189054726368159,6.016326530612244,11,2.8291548900639748e-08,7.548343275215803,45.41329790884936
HQ5,egr4,0.7333333333333333,0.12189054726368159,6.016326530612244,11,2.8291548900639748e-08,7.548343275215803,45.41329790884936
HQ6,CABZ01079847.1,1.0,0.26616915422885573,3.7570093457943923,10,1.2950137408208789e-06,5.887725623450664,22.12024019277726
HQ6,cdx1b,1.0,0.26616915422885573,3.7570093457943923,10,1.2950137408208789e-06,5.887725623450664,22.12024019277726
HQ6,cdx4,1.0,0.26616915422885573,3.7570093457943923,10,1.2950137408208789e-06,5.887725623450664,22.12024019277726
HQ6,nkx2.7,1.0,0.2935323383084577,3.4067796610169494,10,3.5917759048955814e-06,5.444690767300742,18.548861766566933
HQ5,cdc5l,0.26666666666666666,0.05721393034825871,4.660869565217391,4,0.007341310546959708,2.134226404319998,9.947350893178424
HQ6,hoxc13a,0.5,0.20398009950248755,2.451219512195122,5,0.033612062582660834,1.4735048365104872,3.6118838065683896
HQ6,hoxc13b,0.5,0.20398009950248755,2.451219512195122,5,0.033612062582660834,1.4735048365104872,3.6118838065683896
